timestamp_ms,frame_index,capture_frame_id,gaze_x_raw,gaze_y_raw,gaze_x_smooth,gaze_y_smooth,grid_row,grid_col,section,confidence,dwell_time_ms,nrevisit_count,transition_rate,iris_size_delta,fps_actual,capture_fps,capture_age_ms,preprocess_ms,inference_ms,mapping_metrics_ms,total_processing_ms,dropped_frames_total,face_detected,gaze_status,calibration_quality,head_pitch,head_yaw,head_pose_shifted,is_blinking,total_blinks,blink_rate_bpm
1789811608670,1,2885,2809.670564173904,1980.0000000000002,2809.670564173904,1980.0000000000002,-1,-1,off_screen,0.0,0,0,0.2,0.0,0.0,39.55262675095382,3.617299982579425,0.4219000111334026,8.634300000267103,0.8356000180356205,9.905500017339364,0,True,gaze_outside_screen,0.15491188557158275,29.964880852135423,0.442966233635485,True,False,0,0.0
1789811608699,2,2886,2844.9101992565757,1980.0000000000002,2820.884535540668,1980.0000000000005,-1,-1,off_screen,0.0,28,0,0.2,0.0,34.82949222807617,39.551271338823426,0.09349998435936868,0.24129997473210096,8.275500003946945,0.4454999871086329,8.976900018751621,0,True,gaze_outside_screen,0.15491188557158275,28.258162351202287,-0.1999444642945188,True,False,0,0.0
1789811608714,3,2887,3106.9587693988346,1783.2286613589347,3021.1364992413846,1842.2600629512544,-1,-1,off_screen,0.0,43,0,0.2,0.0,37.70317551692379,39.557133568983296,0.08839997462928295,0.1947999990079552,6.966299988562241,0.5379999929573387,7.711600017501041,0,True,gaze_outside_screen,0.15491188557158275,27.183818346445662,-0.5277262960052193,True,False,0,0.0
1789811608747,4,2888,3168.0000000000005,1780.7062791167818,3123.940949772416,1799.1724142671237,-1,-1,off_screen,0.0,76,0,0.2,0.0,37.00042731539387,39.551578554865706,0.10799997835420072,0.24610001128166914,9.82310000108555,0.5646000208798796,10.646200011251494,0,True,gaze_outside_screen,0.15491188557158275,25.647047034554333,0.05601385117404965,True,False,0,0.0
1789811608764,5,2889,3168.0000000000005,1652.7179045548646,3154.7822849317254,1696.6542574685423,-1,-1,off_screen,0.0,93,0,0.2,0.0,39.436069110353856,39.55676070450921,0.10679999832063913,0.2044999855570495,9.35790000949055,0.48729998525232077,10.062600020319223,0,True,gaze_outside_screen,0.15491188557158275,24.881244129878496,0.47871205300200886,True,False,0,0.0
1789811608797,6,2890,3151.0810999671216,1540.2945875642604,3152.191455456503,1587.202488535545,-1,-1,off_screen,0.0,126,0,0.2,0.0,38.51421275907609,39.553084686986374,0.10569998994469643,0.1936000189743936,8.357299986528233,0.4783000040333718,9.039099997607991,0,True,gaze_outside_screen,0.15491188557158275,23.589162721040196,2.351673665214107,True,False,0,0.0
1789811608810,7,2891,3168.0000000000005,1477.8022053185598,3163.2574366369513,1510.6222902836553,-1,-1,off_screen,0.0,139,0,0.2,0.0,41.775015267706834,39.55930171606798,0.13559998478740454,0.1957999775186181,8.13270002254285,0.4364000051282346,8.774500020081177,0,True,gaze_outside_screen,0.15491188557158275,23.306192061486,3.0560027380477988,True,False,0,0.0
1789811608843,8,2892,3168.0000000000005,1431.7766765766098,3166.536299053544,1456.1108584467102,-1,-1,off_screen,0.0,172,0,0.2,0.0,40.702236020988835,39.555092471623446,0.08530000923201442,0.2041999832727015,8.944600005634129,0.4647999885492027,9.623299993108958,0,True,gaze_outside_screen,0.15491188557158275,24.068159407829512,4.878836063361631,True,False,0,0.0
1789811608875,9,2893,3168.0000000000005,1383.9822972300617,3167.4628040683874,1410.4543506453906,-1,-1,off_screen,0.0,204,0,0.2,0.0,39.80380629120616,39.55299574923732,0.11069999891333282,0.22519999765791,6.586400006199256,0.43239997467026114,7.2539999964646995,0,True,gaze_outside_screen,0.15491188557158275,24.304530995174673,6.195331778108523,True,False,0,0.0
1789811608891,10,2894,3168.0000000000005,1175.1401503524382,3167.8388412205168,1245.734410440324,-1,-1,off_screen,0.0,220,0,0.2,0.0,41.98117488351995,39.557321856957586,0.09369998588226736,0.18389997421763837,7.551500020781532,0.5509000038728118,8.295000006910414,0,True,gaze_outside_screen,0.15491188557158275,24.34643066612486,7.60727075715552,True,False,0,0.0
1789811608923,11,2895,3168.0000000000005,1265.9065414985196,3167.8694144852293,1249.5612444771273,-1,-1,off_screen,0.0,253,0,0.2,0.0,40.90776445385592,39.55402720920364,0.1412999990861863,0.20479998784139752,6.973500014282763,0.4786999779753387,7.667400001082569,0,True,gaze_outside_screen,0.15491188557158275,24.183704274896996,8.447237717948596,True,False,0,0.0
1789811608939,12,2896,3156.7162735477536,1170.6708851527467,3160.0931474853237,1194.556784185269,-1,-1,off_screen,0.0,268,0,0.2,0.0,43.0353134085433,39.559100168714515,0.09919999865815043,0.2035000070463866,6.809599988628179,0.45659998431801796,7.478999992599711,0,True,gaze_outside_screen,0.15491188557158275,24.21231994992155,9.632136180997252,True,False,0,0.0
1789811608970,13,2897,3168.0000000000005,903.4056287267092,3165.6279442455975,990.7509753642771,-1,-1,off_screen,0.0,299,0,0.2,0.0,41.83697674892716,39.55461681692179,0.15320000238716602,0.2035000070463866,8.113899995805696,0.526099989656359,8.854199986672029,0,True,gaze_outside_screen,0.15491188557158275,24.10566387421352,9.8292256190809,True,False,0,0.0
1789811608987,14,2898,3168.0000000000005,1112.3339033100601,3167.2883832736798,1075.8590249263252,-1,-1,off_screen,0.0,316,0,0.2,0.0,43.986441410314015,39.55981339699565,0.0751999905332923,0.1875000016298145,8.054200006881729,0.4704000020865351,8.721799997147173,0,True,gaze_outside_screen,0.15491188557158275,23.861579964295714,10.046543185081223,True,False,0,0.0
1789811609019,15,2899,3168.0000000000005,1042.2357688838752,3167.505069056676,1065.6208148155172,-1,-1,off_screen,0.0,348,0,0.2,0.0,42.693503071319604,39.55608861111516,0.10080001084133983,0.2120999852195382,7.922500022687018,0.5578999989666045,8.701199985807762,0,True,gaze_outside_screen,0.15491188557158275,23.260839004438054,11.184342869682132,True,False,0,0.0
1789811609051,16,2900,3168.0000000000005,1066.5691276393868,3167.5644607698746,1065.7346123543816,-1,-1,off_screen,0.0,381,0,0.2,0.0,41.5768670946688,39.5535422020665,0.08530000923201442,0.19469999824650586,6.32489999406971,0.4535999905783683,6.982899998547509,0,True,gaze_outside_screen,0.15491188557158275,23.674334919266954,11.76282005371574,True,False,0,0.0
1789811609066,17,2901,2826.450739203455,834.7435316946863,2928.784855673381,904.0408558925949,-1,-1,off_screen,0.0,395,0,0.2,0.0,43.66855545303093,39.5581624070952,0.0675999908708036,0.18259999342262745,7.048100000247359,0.4585999995470047,7.697400025790557,0,True,gaze_outside_screen,0.15491188557158275,23.214159448723677,12.780006536935911,True,False,0,0.0
1789811609099,18,2902,2992.6612577180235,947.5155281915008,2972.00950719047,933.4598197006458,-1,-1,off_screen,0.0,428,0,0.2,0.0,42.36561313730842,39.55374569984954,0.29129997710697353,0.30429998878389597,7.711899990681559,0.5011000030208379,8.530399994924664,0,True,gaze_outside_screen,0.15491188557158275,23.610765223448936,12.578386797017734,True,False,0,0.0
1789811609114,19,2903,2119.581365392618,845.0981639055651,2375.3098079319734,871.6066606440893,1,2,second_file,0.9335258560742485,0,0,0.4,0.0,44.59572582095383,39.5584880285342,0.07259999983943999,0.1883000077214092,8.87620000867173,0.47759999870322645,9.550100017804652,0,True,on_screen,0.15491188557158275,23.92320726510124,12.861964069362838,True,False,0,0.0
1789811609147,20,2904,2751.593724741201,986.279212757536,2638.7085496984328,951.877447123502,1,2,second_file,0.5684383624542274,32,0,0.4,0.0,43.2518256936299,39.555690704169656,0.0948999950196594,0.19920000340789557,7.2478000074625015,0.4684999876189977,7.9246000095736235,0,True,on_screen,0.15491188557158275,24.435590573149227,12.648455117527197,True,False,0,0.0
1789811609178,21,2905,3132.4827279063243,654.7826545669518,2984.350474443957,743.9110923339169,-1,-1,off_screen,0.0,0,1,0.6,0.0,42.069468839620676,39.551007864037956,0.07489998824894428,0.19689998589456081,7.131599995773286,2.7446000021882355,10.082200024044141,0,True,gaze_outside_screen,0.15491188557158275,24.826487185841927,12.429212975846722,True,False,0,0.0
