raw_id,packet_id,received_at,elapsed_seconds,rr_units,rr_original_ms,contact_detected,phase
1,2,2026-09-19T13:24:54.249947+00:00,1.7970000000022992,804,785.15625,,calibration
2,2,2026-09-19T13:24:54.249947+00:00,1.7970000000022992,656,640.625,,calibration
3,2,2026-09-19T13:24:54.249947+00:00,1.7970000000022992,695,678.7109375,,calibration
4,2,2026-09-19T13:24:54.249947+00:00,1.7970000000022992,679,663.0859375,,calibration
5,12,2026-09-19T13:25:04.239218+00:00,11.7970000000023,867,846.6796875,,calibration
6,12,2026-09-19T13:25:04.239218+00:00,11.7970000000023,734,716.796875,,calibration
7,12,2026-09-19T13:25:04.239218+00:00,11.7970000000023,765,747.0703125,,calibration
8,12,2026-09-19T13:25:04.239218+00:00,11.7970000000023,796,777.34375,,calibration
9,16,2026-09-19T13:25:08.244964+00:00,15.7970000000023,726,708.984375,,calibration
10,16,2026-09-19T13:25:08.244964+00:00,15.7970000000023,664,648.4375,,calibration
11,16,2026-09-19T13:25:08.244964+00:00,15.7970000000023,593,579.1015625,,calibration
12,16,2026-09-19T13:25:08.244964+00:00,15.7970000000023,734,716.796875,,calibration
13,17,2026-09-19T13:25:09.279837+00:00,16.82800000000134,757,739.2578125,,calibration
14,17,2026-09-19T13:25:09.279837+00:00,16.82800000000134,679,663.0859375,,calibration
15,18,2026-09-19T13:25:10.269747+00:00,17.82800000000134,718,701.171875,,calibration
16,19,2026-09-19T13:25:11.305068+00:00,18.85900000000038,757,739.2578125,,calibration
17,20,2026-09-19T13:25:12.249985+00:00,19.7970000000023,726,708.984375,,calibration
18,20,2026-09-19T13:25:12.249985+00:00,19.7970000000023,710,693.359375,,calibration
19,21,2026-09-19T13:25:13.239524+00:00,20.7970000000023,812,792.96875,,calibration
20,22,2026-09-19T13:25:14.230052+00:00,21.781000000002678,796,777.34375,,calibration
21,22,2026-09-19T13:25:14.230052+00:00,21.781000000002678,625,610.3515625,,calibration
22,23,2026-09-19T13:25:15.265414+00:00,22.812000000001717,765,747.0703125,,calibration
23,24,2026-09-19T13:25:16.300786+00:00,23.85900000000038,765,747.0703125,,calibration
24,25,2026-09-19T13:25:17.245230+00:00,24.7970000000023,765,747.0703125,,calibration
25,38,2026-09-19T13:25:30.251057+00:00,37.7970000000023,734,716.796875,,calibration
26,38,2026-09-19T13:25:30.251057+00:00,37.7970000000023,757,739.2578125,,calibration
