timestamp_ms,frame_index,capture_frame_id,gaze_x_raw,gaze_y_raw,gaze_x_smooth,gaze_y_smooth,grid_row,grid_col,section,confidence,dwell_time_ms,nrevisit_count,transition_rate,iris_size_delta,fps_actual,capture_fps,capture_age_ms,preprocess_ms,inference_ms,mapping_metrics_ms,total_processing_ms,dropped_frames_total,face_detected,gaze_status,calibration_quality
1787907031889,1,1261,1996.0170521074751,1541.2186081031518,1996.0170521074751,1541.2186081031518,2,2,terminal,0.3636296820811482,0,0,0.2,0.0,0.0,39.51683906919774,11.093900000560097,0.27940000290982425,8.174999995389953,0.12769999739248306,8.595100007369183,0,True,on_screen,0.7207078260291653
1787907031898,2,1262,1956.9190761836057,1539.3892092080603,1984.2876593303142,1540.6697884346245,2,2,terminal,0.34204146737821695,9,0,0.2,0.0,113.67123998119627,39.50417551778043,3.645200005848892,0.4343999898992479,9.369999999762513,0.21630000264849514,10.034999999334104,0,True,on_screen,0.7207078260291653
1787907031926,3,1263,1885.799855576501,1533.683296992042,1954.74131820417,1538.5738410018496,2,2,terminal,0.28763670516209294,37,0,0.2,0.0,105.85868573817146,39.50198030026462,0.1306999911321327,0.26030000299215317,8.604000002378598,0.11449999874457717,8.992300005047582,0,True,on_screen,0.7207078260291653
1787907031959,4,1264,1829.7678853658083,1521.088816234573,1917.2492883526613,1533.3283335716665,2,2,terminal,0.2190326314765385,70,0,0.2,0.0,98.37604607414588,39.49022888330283,0.10999999358318746,0.24870000197552145,11.092200002167374,0.24870000197552145,11.605799998505972,0,True,on_screen,0.7207078260291653
1787907031975,5,1265,1803.6696713156837,1515.3531391774093,1883.175403241568,1527.9357752533892,2,2,terminal,0.15609644130727074,85,0,0.2,0.0,94.6768000669332,39.503282786806025,0.24300000222865492,0.2733000001171604,9.641399999964051,0.1235999952768907,10.05119999172166,0,True,on_screen,0.7207078260291653
1787907032006,6,1266,1773.8197865137124,1501.3378051186683,1850.368718223211,1519.956384212973,2,1,terminal,0.17931523561056684,117,0,0.2,0.0,88.39115809298428,39.495645966915596,0.1379999885102734,0.2668999950401485,9.674400003859773,0.18230000569019467,10.135900010936894,0,True,on_screen,0.7207078260291653
1787907032022,7,1267,1757.8329124533232,1496.1157814562084,1822.6079764922445,1512.8042033859438,2,1,terminal,0.235480208059203,133,0,0.2,0.0,85.76681230227655,39.50912146181787,0.1314999972237274,0.3345000004628673,7.964699994772673,0.11159999121446162,8.42299999203533,0,True,on_screen,0.7207078260291653
1787907032054,8,1268,1740.650857957062,1483.8536364707736,1798.0208409316897,1504.1190333113927,2,1,terminal,0.2860381125104876,164,0,0.2,0.0,80.31555105007709,39.50139187422372,0.09710001177154481,0.24229999689850956,7.659199996851385,0.10459999612066895,8.017999993171543,0,True,on_screen,0.7207078260291653
1787907032071,9,1269,1734.4625299049853,1477.6815466837768,1778.9533476236784,1496.1877873231078,2,1,terminal,0.3255687539110663,182,0,0.2,0.0,78.45135335902172,39.50998563825556,0.13949999993201345,0.301799998851493,9.694099993794225,0.1238999975612387,10.131600007298402,0,True,on_screen,0.7207078260291653
1787907032103,10,1270,1721.4311631337089,1466.8071713654654,1761.6966922766874,1487.3736025358148,2,1,terminal,0.36171218260884686,213,0,0.2,0.0,73.6613509514472,39.50239928708037,0.12229999992996454,0.3046999918296933,8.447700005490333,0.11920000542886555,8.883000002242625,0,True,on_screen,0.7207078260291653
1787907032134,11,1271,1712.0721786994259,1456.30172755369,1746.8093382035088,1478.0520400411772,2,1,terminal,0.393131513754869,245,0,0.2,0.0,69.50734485502046,39.49619167527635,0.17380001372657716,0.2835999912349507,7.727500007604249,0.09960000170394778,8.122699990053661,0,True,on_screen,0.7207078260291653
1787907032150,12,1272,1708.9413852364319,1451.00698472216,1735.4489523133857,1469.938523445472,2,1,terminal,0.4170758603511122,261,0,0.2,0.0,68.77729539316566,39.505832474000016,0.09719999798107892,0.2624999906402081,9.110300001339056,0.12319999223109335,9.507199996733107,0,True,on_screen,0.7207078260291653
1787907032182,13,1273,1704.3476560989916,1443.4230538500483,1726.1185634490673,1461.9838825668448,2,1,terminal,0.43670557455028514,292,0,0.2,0.0,65.02923101170327,39.498757723731494,0.0973999995039776,0.2584999892860651,8.235200002673082,0.13269999180920422,8.639100007712841,0,True,on_screen,0.7207078260291653
1787907032199,14,1274,1699.7317070636614,1438.1590040067147,1718.2025065334456,1454.8364189988056,2,1,terminal,0.4531238610152626,309,0,0.2,0.0,64.66331035099057,39.50822640660974,0.13689999468624592,0.2722000062931329,9.522799999103881,0.12440000136848539,9.931799999321811,0,True,on_screen,0.7207078260291653
1787907032231,15,1275,1694.7295930661794,1428.320984794798,1711.1606324932654,1446.8817887376033,2,1,terminal,0.46755139521284483,342,0,0.2,0.0,61.325469538126505,39.50152153198996,0.15639999764971435,0.2612000098451972,8.370599985937588,0.11160000576637685,8.75619999715127,0,True,on_screen,0.7207078260291653
1787907032262,16,1276,1692.2339012878322,1423.2892809946077,1705.4826131316354,1439.8040364147046,2,1,terminal,0.47886836340416084,373,0,0.2,0.0,58.35820074841238,39.49515986659663,0.13020000187680125,0.28639999800361693,7.264800005941652,0.11860000086016953,7.682199997361749,0,True,on_screen,0.7207078260291653
1787907032278,17,1277,1692.5991531476768,1422.871007662913,1701.6175751364476,1434.7241277891671,2,1,terminal,0.48635100264014286,389,0,0.2,0.0,58.7429109122026,39.50510222934048,0.11360000644344836,0.2420999953756109,8.43190000159666,0.10359998850617558,8.788399994955398,0,True,on_screen,0.7207078260291653
1787907032310,18,1278,1693.592239841032,1420.7939924929071,1699.2099745478229,1430.5450872002891,2,1,terminal,0.4908430614609054,421,0,0.2,0.0,55.99295589955685,39.49739338219608,0.10410000686533749,0.2538999979151413,8.032699988689274,0.11059999815188348,8.409000001847744,0,True,on_screen,0.7207078260291653
1787907032326,19,1279,1694.0008006897788,1419.469612757738,1697.6472223904095,1427.2224448675238,2,1,terminal,0.49362749435456243,437,0,0.2,0.0,56.614771026131244,39.50704487059358,0.10380000458098948,0.25610000011511147,9.365700010675937,0.10810000821948051,9.74159999168478,0,True,on_screen,0.7207078260291653
1787907032358,20,1280,1691.822007421542,1414.693694355389,1695.8996578997492,1423.4638197138834,2,1,terminal,0.4966317724637733,469,0,0.2,0.0,54.074762762759384,39.49935054581802,0.11549999180715531,0.29799999902024865,8.904200003598817,0.112900001113303,9.328700005426072,0,True,on_screen,0.7207078260291653
1787907032375,21,1281,1691.8752526661156,1412.1267789377564,1694.692336329659,1420.0627074810452,2,1,terminal,0.4985199314744112,486,0,0.2,0.0,54.885843902404275,39.51258716029601,0.2612999960547313,0.35339999885763973,7.231399999000132,0.09920001321006566,7.700400004978292,0,True,on_screen,0.7207078260291653
1787907032406,22,1282,1689.660044846148,1408.866538049827,1693.1826488846054,1416.7038566516796,2,1,terminal,0.5009134127698491,516,0,0.2,0.0,52.53291092868363,39.503824811467865,0.09119999594986439,0.2234999992651865,7.974599997396581,0.10570000449661165,8.314300008350983,0,True,on_screen,0.7207078260291653
