timestamp_ms,frame_index,gaze_x_raw,gaze_y_raw,gaze_x_smooth,gaze_y_smooth,grid_row,grid_col,section,confidence,dwell_time_ms,nrevisit_count,transition_rate,iris_size_delta,fps_actual,capture_fps,inference_ms,face_detected,gaze_status,calibration_quality
1787904726716,1,2458.9236477370882,1570.7045002311036,2458.9236477370882,1570.7045002311036,2,2,terminal,0.6021192770245929,0,0,0.2,0.0,0.0,39.50455769989837,11.071000000811182,True,on_screen,0.6986789813452263
1787904726903,2,2424.211460263852,1562.4051160938423,2448.5099914951174,1568.2146849899252,2,2,terminal,0.6207771274199823,187,0,0.2,0.0,5.35738746022805,39.493223635699884,12.11949999560602,True,on_screen,0.6986789813452263
1787904727042,3,2407.0938418859446,1575.113351425244,2436.0851466123654,1570.2842849205208,2,2,terminal,0.6358169712620727,325,0,0.2,0.0,5.537356281658439,39.47948828621325,11.26680000743363,True,on_screen,0.6986789813452263
1787904727179,4,1703.3167929399012,1507.4771958522242,2216.254640510626,1551.4421582000318,2,2,terminal,0.7215737716089516,462,0,0.2,0.0,5.715474216614316,39.496097408075634,11.731799997505732,True,on_screen,0.6986789813452263
1787904727314,5,1547.8733690043605,1462.719592081272,2015.7402590587462,1524.8253883644038,2,2,terminal,0.41016747388213537,597,0,0.2,0.0,5.883150578115525,39.48781957369521,10.590999998385087,True,on_screen,0.6986789813452263
1787904727434,6,679.3995046699655,1205.707031934185,1614.8380327421119,1429.089881435338,2,1,terminal,0.6561325562079345,717,0,0.2,0.0,6.127496327930386,39.49530294976005,10.300800000550225,True,on_screen,0.6986789813452263
1787904727546,7,559.2360476201497,964.900011817086,1298.1574372055231,1289.8329205498621,2,1,terminal,0.594519631550869,829,0,0.2,0.0,6.4125673794779985,39.48481562197873,9.650599997257814,True,on_screen,0.6986789813452263
1787904727664,8,843.806910482846,880.274543895817,1161.8522791887199,1166.9654075536484,1,1,main_file,0.24321199495434342,0,0,0.4,0.0,6.616578572446544,39.4933330542862,10.320699992007576,True,on_screen,0.6986789813452263
1787904727781,9,941.8728339446238,820.4088436028089,1095.858445615491,1062.9984383683966,1,1,main_file,0.252522569728706,116,0,0.4,0.0,6.80901166501903,39.50412527091514,9.944800010998733,True,on_screen,0.6986789813452263
1787904727896,10,1024.9344534257352,786.3431418696276,1074.5812479585643,980.0018494187658,1,1,main_file,0.26570857863806396,231,0,0.4,0.0,6.99967591936918,39.489783164628875,9.586900006979704,True,on_screen,0.6986789813452263
1787904728012,11,1284.996009431686,771.3192486039123,1137.7056764005008,917.3970691743096,1,1,main_file,0.40562677760056454,348,0,0.4,0.0,7.158779639110811,39.49875697548311,11.602200000197627,True,on_screen,0.6986789813452263
1787904728138,12,1431.2043909021497,758.6595765903901,1225.7552907509953,869.7758213991337,1,1,main_file,0.5752821761055935,473,0,0.4,0.0,7.241433427577637,39.501643317725915,10.2482000074815,True,on_screen,0.6986789813452263
1787904728261,13,1420.2355428237279,674.2428420878595,1284.099366372815,811.1159276057514,1,1,main_file,0.6477301369820084,596,0,0.4,0.0,7.328079725867522,39.505729141339174,9.756200000992976,True,on_screen,0.6986789813452263
1787904728380,14,1454.28562680045,668.369126893048,1335.1552445011055,768.2918873919403,1,1,main_file,0.6695490968918492,716,0,0.4,0.0,7.433577594813676,39.485695787569554,10.32979998853989,True,on_screen,0.6986789813452263
1787904728502,15,1473.411786736788,663.7443920018452,1376.63220717181,736.9276387749117,1,1,main_file,0.6565771206386479,838,0,0.4,0.0,7.513908293925031,39.491334017848125,10.312099999282509,True,on_screen,0.6986789813452263
1787904728622,16,1490.0745928595582,800.1919482080082,1410.6649228781343,755.9069316048406,1,1,main_file,0.71134916555912,957,0,0.4,0.0,7.591128347905208,39.49807984239439,9.98809999146033,True,on_screen,0.6986789813452263
1787904728738,17,1558.868012946628,830.3763870449778,1455.1258498986822,778.2477682368817,1,1,main_file,0.7591680662296154,1073,0,0.4,0.0,7.696433701265557,39.483631395342194,9.095600005821325,True,on_screen,0.6986789813452263
1787904728846,18,1590.5226250715748,698.163882112339,1495.74488245055,754.2226023995188,1,1,main_file,0.6936366019573343,1181,0,0.4,0.0,7.848443209172775,39.5032942962299,8.76520000747405,True,on_screen,0.6986789813452263
1787904728949,19,1614.5403844861355,701.201719405163,1531.3835330612255,738.316337501212,1,1,main_file,0.635435873706634,1284,0,0.4,0.0,8.034965790065156,39.50124112120133,8.964599997852929,True,on_screen,0.6986789813452263
1787904729048,20,1242.5313498273636,728.9872533047044,1444.727878091067,735.5176122422597,1,1,main_file,0.6769944569288533,1384,0,0.4,0.0,8.240353192999146,39.50367137647226,8.811399995465763,True,on_screen,0.6986789813452263
1787904729145,21,829.2922065376274,800.7333630095866,1260.097176625035,755.0823374724578,1,1,main_file,0.5465345612308317,1480,0,0.4,0.0,8.451148732813053,39.50907233346872,8.343199995579198,True,on_screen,0.6986789813452263
1787904729244,22,750.6349138151794,804.6155037306306,1107.2584977820782,769.9422873499095,1,1,main_file,0.2987209238906463,1579,0,0.4,0.0,8.617070084498724,39.48499899523186,8.30070000665728,True,on_screen,0.6986789813452263
1787904729345,23,656.046817490501,804.035752468185,971.894993694605,780.1703268853921,1,0,sidebar,0.18805598654132993,0,0,0.6,0.0,8.74823169974483,39.48351001871708,10.211399989202619,True,on_screen,0.6986789813452263
1787904729448,24,611.3246847930253,809.9178383426505,863.723901024131,789.0945803225695,1,0,sidebar,0.3947046067268065,102,0,0.6,0.0,8.845495839782075,39.509540323938516,9.137400003965013,True,on_screen,0.6986789813452263
1787904729548,25,628.4034918131437,744.2449829114129,793.1277782608347,775.6397010992224,1,0,sidebar,0.5088287520476853,203,0,0.6,0.0,8.957724665731956,39.484718455221234,8.490799998980947,True,on_screen,0.6986789813452263
1787904729650,26,637.0628912738098,679.14497228187,746.3083121647271,746.6912824540166,1,0,sidebar,0.5501932410583333,305,0,0.6,0.0,9.039966884638137,39.48351734754797,8.67330000619404,True,on_screen,0.6986789813452263
1787904729754,27,458.4165928026248,582.9729999344852,659.9407963560964,697.5757976981571,1,0,sidebar,0.5698404020886843,408,0,0.6,0.0,9.099841211359822,39.50680679558185,9.131300001172349,True,on_screen,0.6986789813452263
1787904729858,28,250.9847349760162,558.1405832869335,537.2539779420722,655.74523337479,1,0,sidebar,0.5145429454345307,513,0,0.6,0.0,9.148263791729438,39.47741728268058,9.083999990252778,True,on_screen,0.6986789813452263
1787904729972,29,183.68318544435823,501.67276352344027,431.18274019275793,609.5234924193851,0,0,sidebar,0.43368032347911145,626,0,0.6,0.0,9.11563159058106,39.490809163195756,9.416600005351938,True,on_screen,0.6986789813452263
1787904730084,30,28.820417581996477,459.6313713634987,310.4740434095295,564.5558561026191,0,0,sidebar,0.3420509991481233,739,0,0.6,0.0,9.09698268901446,39.480337505415235,8.928900002501905,True,on_screen,0.6986789813452263
1787904730196,31,-5.08259130274256,420.02874098198527,215.80705299584784,521.197721566429,0,0,sidebar,0.22538028808663824,851,0,0.6,0.0,9.075183908877476,39.49055870705075,12.887199991382658,True,on_screen,0.6986789813452263
1787904730340,32,348.03520578229393,383.21434305326574,255.47549883178166,479.80270801247997,0,0,sidebar,0.32831039634274783,994,0,0.6,0.0,8.86402475620071,39.49926244373946,12.497400006395765,True,on_screen,0.6986789813452263
1787904730482,33,1137.095681109586,281.09873103011665,519.9615535151229,420.191514917771,0,0,sidebar,0.8385673425481499,1137,0,0.6,0.0,8.680327011849906,39.509765611747724,11.984500000835396,True,on_screen,0.6986789813452263
1787904730607,34,1492.09651486304,257.68070060878665,811.602041919498,371.43827062507563,0,0,sidebar,0.5369781302913863,1262,0,0.6,0.0,8.612300414227107,39.48815763512197,9.601300000213087,True,on_screen,0.6986789813452263
1787904730725,35,1571.4840941006914,244.23085385087708,1039.566657573856,333.27604559281605,0,1,main_file,0.2122172354606573,0,1,0.8,0.0,8.60030026984729,39.49732244397307,9.328800006187521,True,on_screen,0.6986789813452263
1787904730844,36,1607.1733617159864,231.6115060494095,1209.848668816495,302.77668372979406,0,1,main_file,0.5344676245358377,119,1,0.8,0.0,8.580196068809862,39.5046224532263,9.640699994633906,True,on_screen,0.6986789813452263
1787904730965,37,1662.79745310967,173.08867267611964,1345.7333041044476,263.8702804136917,0,1,main_file,0.7357130026738289,240,1,0.8,0.0,8.547857737409652,39.50901173573195,10.751800000434741,True,on_screen,0.6986789813452263
1787904731089,38,1664.0439241432796,124.59903228885871,1441.226490116097,222.0889059762418,0,1,main_file,0.7292754663098824,364,1,0.8,0.0,8.49890334693151,39.486153388551266,10.618200001772493,True,on_screen,0.6986789813452263
1787904731219,39,1661.5739953900681,87.51097809803771,1507.3307416982882,181.71552761278056,0,1,main_file,0.6259093325969711,494,1,0.8,0.0,8.418536654019327,39.482554339957446,10.947799994028173,True,on_screen,0.6986789813452263
1787904731347,40,1839.4739994807599,76.39654806274827,1606.9737190330295,150.11983374777085,0,1,main_file,0.4735392642840167,621,1,0.8,0.0,8.355993551281946,39.50588320377027,11.157000000821427,True,on_screen,0.6986789813452263
1787904731476,41,2449.0550077204957,108.95224957943186,1859.5981056392693,137.76955849726914,0,1,main_file,0.06795831763179949,751,1,0.8,0.0,8.29580613855484,39.504091965520296,10.492999994312413,True,on_screen,0.6986789813452263
1787904731601,42,2908.931699339258,132.72362577510592,2174.3981837492656,136.25577868062015,0,2,ai_agent,0.49243896306619783,0,0,1.0,0.0,8.26965815924637,39.48099427271874,10.699000005843118,True,on_screen,0.6986789813452263
1787904731720,43,2999.691054079526,160.8589917281071,2421.9860448483437,143.63674259486623,0,2,ai_agent,0.5162440245666255,118,0,0.8,0.0,8.28374155336627,39.48878345458424,10.610299999825656,True,on_screen,0.6986789813452263
1787904731831,44,3023.8479540912804,182.33344445881121,2602.5446176212245,155.24575315404974,0,2,ai_agent,0.2893839116134437,230,0,0.8,0.0,8.3560356566062,39.50509157112934,9.61710000410676,True,on_screen,0.6986789813452263
1787904731936,45,3032.8248515587266,185.66422327062168,2731.628687802475,164.3712941890213,0,2,ai_agent,0.07691470866287764,335,0,0.8,0.0,8.468417372698752,39.47635413713696,9.235800011083484,True,on_screen,0.6986789813452263
1787904732036,46,3013.7704912037657,190.76895498739952,2816.271228822862,172.29059242853475,-1,-1,off_screen,0.0,0,0,1.0,0.0,8.625182519950668,39.47837737920304,8.982700004708022,True,gaze_outside_screen,0.6986789813452263
1787904732133,47,3007.9427454670013,188.40463285601385,2873.772683816104,177.12480455677849,-1,-1,off_screen,0.0,96,0,1.0,0.0,8.797321540990104,39.48386845388329,8.06659999943804,True,gaze_outside_screen,0.6986789813452263
1787904732228,48,2685.899742512507,555.8142134080106,2817.4108014250246,290.7316272121481,-1,-1,off_screen,0.0,191,0,1.0,0.0,8.962151656370619,39.48908221343755,8.281800008262508,True,gaze_outside_screen,0.6986789813452263
1787904732324,49,2494.2516492838545,998.4393297218857,2720.463055782673,503.0439379650693,0,2,ai_agent,0.1356223051125609,0,1,1.2,0.0,9.11599832823362,39.49561991851587,7.631300002685748,True,on_screen,0.6986789813452263
1787904732417,50,2443.0288235590797,1097.4370110423424,2637.232786115595,681.3618598882513,1,2,second_file,0.21765128978389225,0,0,1.4,0.0,9.272099693114129,39.47718769463396,8.886299998266622,True,on_screen,0.6986789813452263
1787904732512,51,2378.857603872924,1146.2325902101584,2559.720231442793,820.8230789848233,1,2,second_file,0.4745212494993818,95,0,1.4,0.0,9.401211201034517,39.48481110067423,7.713699989835732,True,on_screen,0.6986789813452263
1787904732606,52,1914.5576158276633,1111.6195465317721,2366.171446758254,908.062019248908,1,2,second_file,0.8769382020707238,188,0,1.4,0.0,9.526613226562331,39.491438347794876,8.295999999972992,True,on_screen,0.6986789813452263
1787904732702,53,1837.8168311682566,1064.4500070421689,2207.6650620812547,954.9784155868863,1,2,second_file,0.7822703529331906,284,0,1.2,0.0,9.61169131015633,39.4955295497607,8.951399999205023,True,on_screen,0.6986789813452263
1787904732805,54,1819.4881176707968,1023.1287162532664,2091.2119787581173,975.4235057868002,1,2,second_file,0.5568429346632151,388,0,1.2,0.0,9.623694365231888,39.49451399555478,8.458099997369573,True,on_screen,0.6986789813452263
1787904732919,55,1820.62490949187,1008.0426246424497,2010.0358579782433,985.209241443495,1,2,second_file,0.39920775236559336,501,0,1.2,0.0,9.535191058120684,39.50532130250581,9.360399999422953,True,on_screen,0.6986789813452263
1787904733032,56,1900.8514554382002,1053.7326168595982,1977.2805372162302,1005.7662540683259,1,2,second_file,0.32589543627899165,615,0,1.2,0.0,9.469116808400207,39.49426684364993,9.437400003662333,True,on_screen,0.6986789813452263
1787904733145,57,1974.133973253146,1079.072155369432,1976.3365680273046,1027.7580244586577,1,2,second_file,0.3096481045657269,727,0,1.2,0.0,9.405506590777579,39.50675912530602,9.618000010959804,True,on_screen,0.6986789813452263
1787904733256,58,1996.1503675974823,1076.8024012153403,1982.2807078983578,1042.4713374856624,1,2,second_file,0.30932459925722466,838,0,1.2,0.0,9.366886964996167,39.49777582178159,9.469099997659214,True,on_screen,0.6986789813452263
1787904733361,59,2031.3598382438818,1155.2312003107227,1997.004447002015,1076.2992963331803,1,2,second_file,0.305080031173106,944,0,1.2,0.0,9.38490293241661,39.4953866880829,8.719299992662854,True,on_screen,0.6986789813452263
1787904733461,60,2043.6190147064046,1182.5897031578436,2010.9888173133318,1108.1864183805792,1,2,second_file,0.2944339371582727,1043,0,1.2,0.0,9.44781507397749,39.49735077742972,8.010299992747605,True,on_screen,0.6986789813452263
1787904733558,61,2068.055272171272,1223.6253507233969,2028.1087537707135,1142.8180980834245,1,2,second_file,0.27855818463128856,1141,0,1.2,-0.0001807578825758563,9.53200256236505,39.501482690771276,7.724499999312684,True,on_screen,0.6986789813452263
1787904733656,62,2068.3332625481153,1234.3724214813892,2040.1761064039338,1170.284395102814,2,2,terminal,0.25939047573652607,0,1,1.4,-0.00018134688018779654,9.598847638190765,39.503878933046245,8.354999998118728,True,on_screen,0.6986789813452263
1787904733764,63,2076.1036009179634,1253.005995551417,2050.9543547581425,1195.1008752373948,2,2,terminal,0.30874938939816365,108,1,1.4,-0.00022360866124599213,9.560638030500144,39.49578117329176,9.678500005975366,True,on_screen,0.6986789813452263
1787904733879,64,2082.475248508689,1256.5874916617665,2060.410622883306,1213.5468601647062,2,2,terminal,0.34713738495475843,223,1,1.4,-0.00021436087060639278,9.477916319946054,39.50723879499522,9.562699997331947,True,on_screen,0.6986789813452263
1787904733994,65,2088.095947040391,1267.0364925213482,2068.7162201304313,1229.593749871699,2,2,terminal,0.3804096270538504,338,1,1.4,-0.00021473027038240722,9.402221081509964,39.49392788066589,10.372999997343868,True,on_screen,0.6986789813452263
1787904734109,66,1970.507924097137,1277.0664884432256,2039.253731320443,1243.8355714431568,2,2,terminal,0.353202555331955,453,1,1.4,-0.0002175076601549017,9.3262853499866,39.48119177778615,9.686600009445101,True,on_screen,0.6986789813452263
1787904734223,67,1629.88035703446,1276.032531008742,1916.441719034648,1253.4946593128323,2,2,terminal,0.15573210944296334,567,1,1.4,-0.0002517862959828948,9.273194472576076,39.49353017340178,9.388599995872937,True,on_screen,0.6986789813452263
1787904734337,68,1287.072891386259,1302.815759047629,1727.6310707401312,1268.2909892332711,2,1,terminal,0.34243621269472846,680,1,1.4,-0.00022653024080947215,9.223129755855137,39.48184662203581,9.212199991452508,True,on_screen,0.6986789813452263
1787904734449,69,1183.334252920758,1303.4835109139929,1564.342025394319,1278.8487457374877,2,1,terminal,0.6004490254113197,792,1,1.2,-0.0001901001726784743,9.194065721822922,39.49557412572986,9.061899996595457,True,on_screen,0.6986789813452263
1787904734556,70,1164.9927693077555,1307.1584853425804,1444.53724856835,1287.3416676190154,2,1,terminal,0.7002056194070003,900,1,1.2,-0.00017800264024564472,9.210110961975031,39.49000494328242,9.48969999444671,True,on_screen,0.6986789813452263
1787904734661,71,1157.3646849272568,1305.4213731882958,1358.3854794760218,1292.7655792897995,2,1,terminal,0.6695522748487894,1005,1,1.2,-0.0001640941352646086,9.236252404093326,39.50986757429408,8.935000005294569,True,on_screen,0.6986789813452263
1787904734765,72,1156.4772823412945,1298.1209694975294,1297.8130203356036,1294.3721963521184,2,1,terminal,0.6004783035047679,1109,1,1.2,-0.00014012845917628705,9.276755189870332,39.48387697354503,9.432300008484162,True,on_screen,0.6986789813452263
1787904734864,73,765.4497248431371,1310.49798253532,1138.1040316878637,1299.209932207079,2,1,terminal,0.3461165148731429,1208,1,1.2,-0.0001652042162581524,9.357139236780958,39.48625441796918,8.945699999458157,True,on_screen,0.6986789813452263
1787904734962,74,652.5274353753125,1315.9253859503854,992.4310527940983,1304.2245683300707,2,0,terminal,0.14021096846726666,1305,1,1.2,-0.0001326162769400216,9.44628353177719,39.49079127200714,7.810600000084378,True,on_screen,0.6986789813452263
1787904735057,75,619.167229713382,1313.7547821659873,880.4519058698834,1307.0836324808456,2,0,terminal,0.34790239689532765,1401,1,1.2,-0.00013695305407630115,9.548867184961185,39.49476853402567,9.26229999458883,True,on_screen,0.6986789813452263
1787904735156,76,604.5622114136282,1310.7320511456135,797.6849975330068,1308.1781580802758,2,0,terminal,0.49371927618449196,1500,1,1.2,-0.00013946686079543621,9.610700098591467,39.47506445753206,8.402399995247833,True,on_screen,0.6986789813452263
1787904735262,77,128.3105722430271,1367.6013686333883,596.8726699460129,1326.0051212462095,2,0,terminal,0.7725126040849948,1606,1,1.2,-0.00016492514852716605,9.586442076555095,39.49172311998184,9.958800001186319,True,on_screen,0.6986789813452263
1787904735377,78,-21.240335482022996,1470.632606842244,411.4387683176021,1369.3933669250198,2,0,terminal,0.6484949493298605,1721,1,1.2,-0.00011749808168704662,9.502113933970335,39.479631722185786,10.181100005866028,True,on_screen,0.6986789813452263
1787904735500,79,-33.65732485622955,1522.6255110650632,277.9099403654526,1415.3630101670328,2,0,terminal,0.4128663024526419,1844,1,1.2,-7.482693114485572e-05,9.362117384549673,39.48208487389728,10.702200001105666,True,on_screen,0.6986789813452263
1787904735625,80,440.3586457964187,1371.6952030581658,326.6445519947424,1402.2626680343726,2,0,terminal,0.5049518272242817,1969,1,1.2,-0.00025158707482393974,9.230597615682088,39.4849146233668,9.93699999526143,True,on_screen,0.6986789813452263
1787904735748,81,638.0175708793679,1191.5282975677014,420.05645766013004,1339.042356894371,2,0,terminal,0.6353392970338712,2092,1,1.0,-0.0001095864110931058,9.115642202610113,39.4862989543457,11.22689999465365,True,on_screen,0.6986789813452263
1787904735882,82,707.7988108908096,971.1999419219493,506.3791636293339,1228.6896324026445,2,0,terminal,0.5632730125353236,2226,1,1.0,0.00013083081213103448,8.95216313730601,39.5030007563036,10.813400003826246,True,on_screen,0.6986789813452263
1787904736012,83,851.7943655161964,565.9632116139854,610.0037241953926,1029.8717061660468,1,0,sidebar,0.7364738398967666,0,1,1.2,6.169077325743344e-05,8.824289730009903,39.49845961308462,12.0974000019487,True,on_screen,0.6986789813452263
1787904736147,84,916.0907906784979,363.7632333064515,701.8298441403242,830.0391643081682,1,0,sidebar,0.7173906924545944,134,1,1.2,0.0002204412184829696,8.684452025023502,39.492076481588775,11.245900008361787,True,on_screen,0.6986789813452263
1787904736276,85,943.5385041371259,286.95868515679393,774.3424421393647,667.1150205627558,1,0,sidebar,0.3995297781762186,263,1,1.2,0.0002654640874022035,8.590764197329507,39.49124733462549,9.863500003120862,True,on_screen,0.6986789813452263
1787904736394,86,965.6734551169736,273.2573013132032,831.7417460326474,548.9577047878901,0,0,sidebar,0.37582577212675095,381,1,1.2,0.00023098204688912216,8.57731358404817,39.49818950340756,10.288799996487796,True,on_screen,0.6986789813452263
1787904736508,87,804.645188050434,317.866517830982,823.6127786379833,479.6303487008176,0,0,sidebar,0.4601915881146912,495,1,1.2,0.00022132777740045684,8.59879723619778,39.48715581204723,10.257600006298162,True,on_screen,0.6986789813452263
1787904736625,88,645.4985514246322,344.1510908821704,770.178510473978,438.9865713552234,0,0,sidebar,0.5885075401123101,612,1,1.0,0.00018652608742790455,8.59499226367302,39.49608417018803,10.025399998994544,True,on_screen,0.6986789813452263
1787904736740,89,731.3565835435829,321.12837270663283,758.5319323948595,403.62911176064625,0,0,sidebar,0.6316042769845338,727,1,1.0,0.00017872650655467726,8.604071376606557,39.506604589865596,9.506900009000674,True,on_screen,0.6986789813452263
1787904736854,90,785.1494643461928,321.7243032649615,766.5171919802594,379.05766921194083,0,0,sidebar,0.6241561582134993,842,1,1.0,0.00020396550511512374,8.621556111604294,39.49518984009417,9.885099992970936,True,on_screen,0.6986789813452263
1787904736968,91,1313.57005921793,294.535822362979,930.6330521515606,353.7011151572523,0,0,sidebar,0.303760047268293,955,1,1.0,0.00021703855354506668,8.632535335249317,39.48401816900692,9.442599999601953,True,on_screen,0.6986789813452263
