timestamp_ms,frame_index,capture_frame_id,gaze_x_raw,gaze_y_raw,gaze_x_smooth,gaze_y_smooth,grid_row,grid_col,section,confidence,dwell_time_ms,nrevisit_count,transition_rate,iris_size_delta,fps_actual,capture_fps,capture_age_ms,preprocess_ms,inference_ms,mapping_metrics_ms,total_processing_ms,dropped_frames_total,face_detected,gaze_status,calibration_quality,head_pitch,head_yaw,head_pose_shifted,is_blinking,total_blinks,blink_rate_bpm
1789486944607,1,792,658.5198810840342,982.1701213367948,658.5198810840342,982.1701213367948,1,0,sidebar,0.6528101183376478,0,0,0.2,0.0,0.0,14.988673275351713,42.66439999992144,0.33600000097067095,9.270799997466384,1.9974999995611142,11.62579999800073,0,True,on_screen,0.6163728660947785,-1.64995104708359,-8.385709208007667,False,False,0,0.0
1789486944626,2,793,518.6912213633556,793.4721347567089,560.6398192795591,850.0815307307347,1,0,sidebar,0.8324495899394942,18,0,0.2,0.0,54.153286296644524,15.002713958792965,0.16340000001946464,0.314799999614479,9.060000000317814,0.9618999974918552,10.359799998695962,0,True,on_screen,0.6163728660947785,-1.2366735903239032,-9.097245623813087,False,False,0,0.0
1789486944705,3,794,732.2312417131288,711.1219359747411,680.753814983058,752.8098144015391,1,0,sidebar,0.5602213523288738,97,0,0.2,0.0,49.99872461670179,14.999766058434641,0.1565000020491425,0.23099999816622585,6.97799999761628,0.8744999977352563,8.098599999357248,0,True,on_screen,0.6163728660947785,-1.0158098456785467,-8.36016150591949,False,False,0,0.0
1789486944770,4,795,1310.0892476721374,661.3557445846826,1121.2886178654135,688.7919655297396,1,1,main_file,0.3245296202983171,0,0,0.4,0.0,46.53922138160866,15.000005603775104,0.15239999993355013,0.2731000022322405,7.7592999987246,0.954200000705896,9.000600002764259,0,True,on_screen,0.6163728660947785,-0.8474722116551732,-7.7388647981305665,False,False,0,0.0
1789486944833,5,796,1470.2502101609841,631.861465869058,1365.561732472313,648.9406157672624,1,1,main_file,0.5373775085989899,62,0,0.4,0.0,43.47345288771214,15.001134121546526,0.09680000221123919,0.2499999973224476,7.528199999796925,0.9189000011247117,8.708800000022165,0,True,on_screen,0.6163728660947785,-0.767943732467927,-7.14610089999343,False,False,0,0.0
1789486944897,6,797,1409.1926472633284,561.9376054614448,1396.1033728260238,588.0385085531901,0,1,main_file,0.4852576117722154,127,0,0.4,0.0,40.68851727219135,15.002181556254088,0.07890000051702373,0.20170000061625615,6.609799998841481,0.83710000035353,7.656900001165923,0,True,on_screen,0.6163728660947785,-0.7776175129194485,-7.066395233701683,False,False,0,0.0
1789486944961,7,798,1387.440388966895,526.5351907153947,1391.3611473222845,554.3708246283703,0,1,main_file,0.5424708982604692,190,0,0.4,0.0,38.175054501087395,15.002515882433178,0.11299999823677354,0.2534000013838522,7.7215000019350555,0.8506999984092545,8.836100001644809,0,True,on_screen,0.6163728660947785,-0.823127058458681,-6.656589914374883,False,False,0,0.0
1789486945029,8,799,1302.3092254882738,471.731952262482,1329.024802038477,496.5236139722485,0,1,main_file,0.6012776905410528,259,0,0.4,0.0,35.840447524312445,15.00245131417224,0.1641000017116312,0.2645999993546866,7.146300002204953,0.8645999987493269,8.285399999294896,0,True,on_screen,0.6163728660947785,-0.9213887636307163,-6.087059807155646,False,False,0,0.0
1789486945105,9,800,673.582343280631,415.8683018221904,870.2150809079849,440.06489546720786,0,0,sidebar,0.26755675333675166,0,1,0.6,0.0,33.569512465132604,14.999632705869095,0.08800000068731606,0.2243999988422729,7.716199997958029,0.856700000440469,8.806400001049042,0,True,on_screen,0.6163728660947785,-0.8775969406943318,-6.989498531497676,False,False,0,0.0
1789486945169,10,801,509.6985196160249,391.0836107532577,617.8534880036129,405.7779961674428,0,0,sidebar,0.6930244562155181,63,1,0.6,0.0,31.77055035316539,15.00027775795241,0.11780000204453245,0.2762000003713183,7.673199997952906,1.0325000002922025,8.992899998702342,0,True,on_screen,0.6163728660947785,-0.8367274256716826,-7.695247764356526,False,False,0,0.0
1789486945235,11,802,309.17509062276565,376.32316381254776,401.77860983701987,385.15961351901626,0,0,sidebar,0.7957173137584667,129,1,0.6,0.0,30.095118572650627,14.999998587905369,0.25660000028437935,0.45280000267666765,8.746299998165341,0.8431999995082151,10.058900003059534,0,True,on_screen,0.6163728660947785,-0.936352032847509,-7.915022782085547,False,False,0,0.0
1789486945297,12,803,112.5722771095219,346.659306757675,199.3341769277713,358.2093987860774,0,0,sidebar,0.4936063027482912,191,1,0.6,0.0,28.720988527902463,15.00204008128446,0.08410000009462237,0.21399999968707561,7.272899998497451,0.7970000006025657,8.292599999549566,0,True,on_screen,0.6163728660947785,-0.8282485978341185,-8.444810444202774,False,False,0,0.0
1789486945361,13,804,63.543861664641746,315.47682840265026,104.28095624358062,328.2965995176784,0,0,sidebar,0.33435120451470035,256,1,0.6,0.0,27.40447703380039,15.00274774205238,0.18940000154543668,0.43790000199805945,6.894000001921086,0.7912000000942498,8.138199998938944,0,True,on_screen,0.6163728660947785,-0.8798415108107633,-8.788679438669702,False,False,0,0.0
1789486945425,14,805,68.7509964880808,283.65744815803885,86.36409924060067,305.7862083675382,0,0,sidebar,0.30450283956845636,319,1,0.6,0.0,26.220754851736135,15.00268616106887,0.10819999806699343,0.2616000019770581,9.653900000557769,0.8478999989165459,10.775200000352925,0,True,on_screen,0.6163728660947785,-0.8869220251776824,-8.572778832093045,False,False,0,0.0
1789486945507,15,806,12.240215128044522,239.7207304677305,34.47738036181137,259.54037383767286,0,0,sidebar,0.20967265675331548,401,1,0.6,0.0,24.819834163768594,14.99716479157766,0.31380000291392207,0.6511999999929685,13.721299997996539,0.9251000010408461,15.319599999202183,0,True,on_screen,0.6163728660947785,-0.8224278116115897,-8.749770004968257,False,False,0,0.0
1789486945569,16,807,-23.00270459000853,197.52748491522064,-5.758679104462557,216.13135159195633,-1,-1,off_screen,0.0,0,0,0.8,0.0,23.951745737726203,15.000423246142343,0.1140000022132881,0.22610000087297522,7.199499999842374,0.9119999995164108,8.348100000148406,0,True,gaze_outside_screen,0.6163728660947785,-0.7641804618197057,-8.910570342797781,False,False,0,0.0
1789486945634,17,808,-28.964930784630816,174.7846893300543,-15.55310079892261,198.6805951564582,-1,-1,off_screen,0.0,65,0,0.8,0.0,23.10364394759441,15.000635531257041,0.20709999807877466,0.325400000292575,8.413799998379545,0.8618000028945971,9.612100002414081,0,True,gaze_outside_screen,0.6163728660947785,-0.5503942043744132,-10.704605555372089,False,False,0,0.0
1789486945697,18,809,832.9174896116457,-32.95853706396524,578.3763124884752,36.53320260216181,0,0,sidebar,0.5031539794531084,0,2,1.0,0.0,22.360473789290605,15.00064627938861,0.13409999883151613,0.2913999996962957,11.063699999795062,1.062600000295788,12.429300000803778,0,True,on_screen,0.6163728660947785,-0.6740396963722333,-8.487651999851249,False,False,0,0.0
1789486945763,19,810,1107.049209158859,16.158470535606288,948.4473401577437,22.270890155572943,0,0,sidebar,0.03789600465195153,65,2,1.0,0.0,21.647265957871014,15.001687662081189,0.16830000095069408,0.26760000037029386,8.542600000509992,0.8497000017086975,9.677699999883771,0,True,on_screen,0.6163728660947785,-0.570846613281617,-7.312307486644487,False,False,0,0.0
1789486945825,20,811,1402.129953918661,163.4985998825422,1266.0251697903857,121.13028696445141,0,1,main_file,0.5591773105513732,0,1,1.2,0.0,21.09442605931484,15.003415191694593,0.1112000027205795,0.23680000231252052,6.980899997870438,0.8463999984087422,8.073199998761993,0,True,on_screen,0.6163728660947785,-0.6235528466530127,-6.342278180790378,False,False,0,0.0
