phase,window_start,window_end,window_seconds,rr_count,rr_pairs,rmssd_ms,sdnn_ms,status,reason,accepted_rr_seconds,coverage,data_age_seconds
task,2026-09-19T12:47:36.373564+00:00,2026-09-19T12:48:01.373564+00:00,25,30,29,42.02702231454051,40.95101782912279,ready,,24.58508593749866,0.9834034374999464,0.4149140625013388
task,2026-09-19T12:47:41.373564+00:00,2026-09-19T12:48:06.373564+00:00,25,29,28,38.69631656819381,40.537239155795305,ready,,23.77160937499866,0.9508643749999465,1.2283906250013388
task,2026-09-19T12:47:46.373564+00:00,2026-09-19T12:48:11.373564+00:00,25,29,28,37.441516867244744,40.12040896219212,ready,,23.74328906249866,0.9497315624999465,1.2567109375013388
task,2026-09-19T12:47:51.373564+00:00,2026-09-19T12:48:16.373564+00:00,25,29,28,31.623784718784233,34.723906744991574,ready,,23.76867968749866,0.9507471874999465,1.2313203125013388
task,2026-09-19T12:47:56.373564+00:00,2026-09-19T12:48:21.373564+00:00,25,29,28,29.676323414536334,37.41825006289573,ready,,23.96301562499866,0.9585206249999465,1.0369843750013388
task,2026-09-19T12:48:01.373564+00:00,2026-09-19T12:48:26.373564+00:00,25,29,28,29.23985336246068,32.51749641025872,ready,,23.98059374999866,0.9592237499999464,1.0194062500013388
task,2026-09-19T12:48:06.373564+00:00,2026-09-19T12:48:31.373564+00:00,25,29,28,30.14773098148799,40.6373901669236,ready,,23.72278124999866,0.9489112499999465,1.2772187500013388
task,2026-09-19T12:48:11.373564+00:00,2026-09-19T12:48:36.373564+00:00,25,29,28,30.481423896510954,42.56549626714852,ready,,23.46594531249866,0.9386378124999465,1.5340546875013388
task,2026-09-19T12:48:16.373564+00:00,2026-09-19T12:48:41.373564+00:00,25,30,29,37.823841897596765,47.865980831972486,ready,,23.77356249999866,0.9509424999999464,1.2264375000013388
task,2026-09-19T12:48:21.373564+00:00,2026-09-19T12:48:46.373564+00:00,25,30,29,36.45672974716408,42.22530459125929,ready,,23.31164843749866,0.9324659374999464,1.6883515625013388
task,2026-09-19T12:48:26.373564+00:00,2026-09-19T12:48:51.373564+00:00,25,31,30,36.26059541746794,32.34677780569036,ready,,23.64172656249866,0.9456690624999464,1.3582734375013388
task,2026-09-19T12:48:31.373564+00:00,2026-09-19T12:48:56.373564+00:00,25,30,29,35.59502292916225,46.618888086446,ready,,22.94250781249866,0.9177003124999464,2.0574921875013388
task,2026-09-19T12:48:36.373564+00:00,2026-09-19T12:49:01.373564+00:00,25,29,28,30.61187996938744,61.376594621254064,ready,,23.23449999999866,0.9293799999999465,1.7655000000013388
task,2026-09-19T12:48:41.373564+00:00,2026-09-19T12:49:06.373564+00:00,25,28,26,25.113917280606255,65.72891085988049,ready,,21.93176562499866,0.8772706249999465,0.3280000000013388
task,2026-09-19T12:48:46.373564+00:00,2026-09-19T12:49:11.373564+00:00,25,26,24,30.11947365877175,64.10257828541134,ready,,20.96692187499866,0.8386768749999465,1.2928437500013388
task,2026-09-19T12:48:51.373564+00:00,2026-09-19T12:49:16.373564+00:00,25,25,22,29.944458612315813,62.148491719348335,ready,,20.09875781249866,0.8039503124999464,0.4752343750005821
task,2026-09-19T12:48:56.373564+00:00,2026-09-19T12:49:21.373564+00:00,25,24,21,,,insufficient_data,insufficient_coverage,19.76477343749866,0.7905909374999465,0.8092187500005821
task,2026-09-19T12:49:01.373564+00:00,2026-09-19T12:49:26.373564+00:00,25,26,24,28.6259437638669,71.98222146248634,ready,,21.7451171875,0.8698046875,0.5943750000005821
task,2026-09-19T12:49:06.373564+00:00,2026-09-19T12:49:31.373564+00:00,25,28,26,29.052339833495882,67.53352589068497,ready,,23.09485156249866,0.9237940624999464,0.21937500000058208
task,2026-09-19T12:49:11.373564+00:00,2026-09-19T12:49:36.373564+00:00,25,30,29,25.096208332797797,85.1002373095041,ready,,24.3583984375,0.9743359375,0.24867187500058208
task,2026-09-19T12:49:16.373564+00:00,2026-09-19T12:49:41.373564+00:00,25,31,30,25.67511395581099,83.6141183316188,ready,,24.371445312499418,0.9748578124999767,0.6285546875005821
task,2026-09-19T12:49:21.373564+00:00,2026-09-19T12:49:46.373564+00:00,25,32,31,25.88380940123002,59.08872667622063,ready,,24.090195312499418,0.9636078124999767,0.9098046875005821
task,2026-09-19T12:49:26.373564+00:00,2026-09-19T12:49:51.373564+00:00,25,31,29,30.638935695554178,46.309341634508236,ready,,22.597031249999418,0.9038812499999768,0.6652890625009604
task,2026-09-19T12:49:31.373564+00:00,2026-09-19T12:49:56.373564+00:00,25,24,22,,,recovering,recovery_pending;insufficient_coverage;stale_or_missing_data,17.597031249999418,0.7038812499999767,5.66528906250096
task,2026-09-19T12:49:36.373564+00:00,2026-09-19T12:50:01.373564+00:00,25,26,23,34.594484226367896,58.18105110666489,ready,,20.117539062499418,0.8047015624999767,0.9867031249996217
task,2026-09-19T12:49:41.373564+00:00,2026-09-19T12:50:06.373564+00:00,25,26,23,,,insufficient_data,insufficient_coverage,19.982773437499418,0.7993109374999767,1.1214687499996217
task,2026-09-19T12:49:46.373564+00:00,2026-09-19T12:50:11.373564+00:00,25,26,24,43.537422715603206,66.00136618100541,ready,,20.9248046875,0.8369921875,1.0892421874996217
task,2026-09-19T12:49:51.373564+00:00,2026-09-19T12:50:16.373564+00:00,25,27,26,40.01523681357008,43.89012788243087,ready,,22.572265625,0.902890625,0.9349453124996217
task,2026-09-19T12:49:56.373564+00:00,2026-09-19T12:50:21.373564+00:00,25,28,27,41.57416353984654,45.26451059854209,ready,,23.51134375000038,0.9404537500000152,1.4886562499996217
task,2026-09-19T12:50:01.373564+00:00,2026-09-19T12:50:26.373564+00:00,25,27,26,42.85506568318425,57.564135670840756,ready,,23.23204687500038,0.9292818750000151,1.7679531249996217
task,2026-09-19T12:50:06.373564+00:00,2026-09-19T12:50:31.373564+00:00,25,27,26,44.95411612128798,48.73090057907413,ready,,23.43224218750038,0.9372896875000152,1.5677578124996217
task,2026-09-19T12:50:11.373564+00:00,2026-09-19T12:50:36.373564+00:00,25,27,26,41.97558789751427,44.27399391487916,ready,,23.67833593750038,0.9471334375000151,1.3216640624996217
task,2026-09-19T12:50:16.373564+00:00,2026-09-19T12:50:41.373564+00:00,25,27,26,42.290733513096235,63.6156286411573,ready,,23.36876562500038,0.9347506250000152,1.6312343749996217
task,2026-09-19T12:50:21.373564+00:00,2026-09-19T12:50:46.373564+00:00,25,26,25,,,insufficient_data,stale_or_missing_data,21.50939062500038,0.8603756250000152,3.4906093749996217
task,2026-09-19T12:50:26.373564+00:00,2026-09-19T12:50:51.373564+00:00,25,21,20,,,gap,rr_gap;insufficient_coverage;stale_or_missing_data,16.50939062500038,0.6603756250000151,8.490609374999622
task,2026-09-19T12:50:31.373564+00:00,2026-09-19T12:50:56.373564+00:00,25,15,14,,,gap,rr_gap;insufficient_coverage;stale_or_missing_data,11.509390625000378,0.4603756250000151,13.490609374999622
task,2026-09-19T12:50:36.373564+00:00,2026-09-19T12:51:01.373564+00:00,25,9,8,,,gap,rr_gap;insufficient_coverage;insufficient_pairs;stale_or_missing_data,6.509390625000378,0.26037562500001515,18.49060937499962
task,2026-09-19T12:50:41.373564+00:00,2026-09-19T12:51:06.373564+00:00,25,3,2,,,gap,rr_gap;insufficient_coverage;insufficient_pairs;stale_or_missing_data,1.5093906250003783,0.060375625000015136,23.49060937499962
task,2026-09-19T12:50:46.373564+00:00,2026-09-19T12:51:11.373564+00:00,25,0,0,,,gap,rr_gap;insufficient_coverage;insufficient_pairs;stale_or_missing_data,0.0,0.0,
task,2026-09-19T12:50:51.373564+00:00,2026-09-19T12:51:16.373564+00:00,25,0,0,,,gap,rr_gap;insufficient_coverage;insufficient_pairs;stale_or_missing_data,0.0,0.0,
task,2026-09-19T12:50:56.373564+00:00,2026-09-19T12:51:21.373564+00:00,25,0,0,,,gap,rr_gap;insufficient_coverage;insufficient_pairs;stale_or_missing_data,0.0,0.0,
task,2026-09-19T12:51:01.373564+00:00,2026-09-19T12:51:26.373564+00:00,25,0,0,,,gap,rr_gap;insufficient_coverage;insufficient_pairs;stale_or_missing_data,0.0,0.0,
task,2026-09-19T12:51:06.373564+00:00,2026-09-19T12:51:31.373564+00:00,25,0,0,,,gap,rr_gap;insufficient_coverage;insufficient_pairs;stale_or_missing_data,0.0,0.0,
task,2026-09-19T12:51:11.373564+00:00,2026-09-19T12:51:36.373564+00:00,25,0,0,,,gap,rr_gap;insufficient_coverage;insufficient_pairs;stale_or_missing_data,0.0,0.0,
task,2026-09-19T12:51:16.373564+00:00,2026-09-19T12:51:41.373564+00:00,25,0,0,,,gap,rr_gap;insufficient_coverage;insufficient_pairs;stale_or_missing_data,0.0,0.0,
task,2026-09-19T12:51:21.373564+00:00,2026-09-19T12:51:46.373564+00:00,25,0,0,,,gap,rr_gap;insufficient_coverage;insufficient_pairs;stale_or_missing_data,0.0,0.0,
task,2026-09-19T12:51:26.373564+00:00,2026-09-19T12:51:51.373564+00:00,25,0,0,,,gap,rr_gap;insufficient_coverage;insufficient_pairs;stale_or_missing_data,0.0,0.0,
task,2026-09-19T12:51:31.373564+00:00,2026-09-19T12:51:56.373564+00:00,25,0,0,,,gap,rr_gap;insufficient_coverage;insufficient_pairs;stale_or_missing_data,0.0,0.0,
task,2026-09-19T12:51:36.373564+00:00,2026-09-19T12:52:01.373564+00:00,25,0,0,,,gap,rr_gap;insufficient_coverage;insufficient_pairs;stale_or_missing_data,0.0,0.0,
task,2026-09-19T12:51:41.373564+00:00,2026-09-19T12:52:06.373564+00:00,25,0,0,,,gap,rr_gap;insufficient_coverage;insufficient_pairs;stale_or_missing_data,0.0,0.0,
task,2026-09-19T12:51:46.373564+00:00,2026-09-19T12:52:11.373564+00:00,25,0,0,,,gap,rr_gap;insufficient_coverage;insufficient_pairs;stale_or_missing_data,0.0,0.0,
task,2026-09-19T12:51:51.373564+00:00,2026-09-19T12:52:16.373564+00:00,25,0,0,,,gap,rr_gap;insufficient_coverage;insufficient_pairs;stale_or_missing_data,0.0,0.0,
task,2026-09-19T12:51:56.373564+00:00,2026-09-19T12:52:21.373564+00:00,25,0,0,,,gap,rr_gap;insufficient_coverage;insufficient_pairs;stale_or_missing_data,0.0,0.0,
task,2026-09-19T12:52:01.373564+00:00,2026-09-19T12:52:26.373564+00:00,25,0,0,,,gap,rr_gap;insufficient_coverage;insufficient_pairs;stale_or_missing_data,0.0,0.0,
task,2026-09-19T12:52:06.373564+00:00,2026-09-19T12:52:31.373564+00:00,25,0,0,,,gap,rr_gap;insufficient_coverage;insufficient_pairs;stale_or_missing_data,0.0,0.0,
task,2026-09-19T12:52:11.373564+00:00,2026-09-19T12:52:36.373564+00:00,25,0,0,,,gap,rr_gap;insufficient_coverage;insufficient_pairs;stale_or_missing_data,0.0,0.0,
task,2026-09-19T12:52:16.373564+00:00,2026-09-19T12:52:41.373564+00:00,25,0,0,,,gap,rr_gap;insufficient_coverage;insufficient_pairs;stale_or_missing_data,0.0,0.0,
task,2026-09-19T12:52:21.373564+00:00,2026-09-19T12:52:46.373564+00:00,25,0,0,,,gap,rr_gap;insufficient_coverage;insufficient_pairs;stale_or_missing_data,0.0,0.0,
task,2026-09-19T12:52:26.373564+00:00,2026-09-19T12:52:51.373564+00:00,25,0,0,,,gap,rr_gap;insufficient_coverage;insufficient_pairs;stale_or_missing_data,0.0,0.0,
task,2026-09-19T12:52:31.373564+00:00,2026-09-19T12:52:56.373564+00:00,25,0,0,,,gap,rr_gap;insufficient_coverage;insufficient_pairs;stale_or_missing_data,0.0,0.0,
task,2026-09-19T12:52:36.373564+00:00,2026-09-19T12:53:01.373564+00:00,25,0,0,,,gap,rr_gap;insufficient_coverage;insufficient_pairs;stale_or_missing_data,0.0,0.0,
task,2026-09-19T12:52:41.373564+00:00,2026-09-19T12:53:06.373564+00:00,25,0,0,,,gap,rr_gap;insufficient_coverage;insufficient_pairs;stale_or_missing_data,0.0,0.0,
task,2026-09-19T12:52:46.373564+00:00,2026-09-19T12:53:11.373564+00:00,25,0,0,,,gap,rr_gap;insufficient_coverage;insufficient_pairs;stale_or_missing_data,0.0,0.0,
task,2026-09-19T12:52:51.373564+00:00,2026-09-19T12:53:16.373564+00:00,25,0,0,,,gap,rr_gap;insufficient_coverage;insufficient_pairs;stale_or_missing_data,0.0,0.0,
task,2026-09-19T12:52:56.373564+00:00,2026-09-19T12:53:21.373564+00:00,25,0,0,,,gap,rr_gap;insufficient_coverage;insufficient_pairs;stale_or_missing_data,0.0,0.0,
task,2026-09-19T12:53:01.373564+00:00,2026-09-19T12:53:26.373564+00:00,25,6,5,,,insufficient_data,insufficient_coverage;insufficient_pairs,4.56640625,0.18265625,2.370742187500582
task,2026-09-19T12:53:06.373564+00:00,2026-09-19T12:53:31.373564+00:00,25,13,11,,,insufficient_data,insufficient_coverage,9.8115234375,0.3924609375,0.6041406250005821
task,2026-09-19T12:53:11.373564+00:00,2026-09-19T12:53:36.373564+00:00,25,13,11,,,recovering,recovery_pending;insufficient_coverage;stale_or_missing_data,9.8115234375,0.3924609375,5.604140625000582
task,2026-09-19T12:53:16.373564+00:00,2026-09-19T12:53:41.373564+00:00,25,13,11,,,gap,rr_gap;insufficient_coverage;stale_or_missing_data,9.8115234375,0.3924609375,10.604140625000582
task,2026-09-19T12:53:21.373564+00:00,2026-09-19T12:53:46.373564+00:00,25,18,15,,,insufficient_data,insufficient_coverage,13.349960937499418,0.5339984374999767,1.985000000000582
task,2026-09-19T12:53:26.373564+00:00,2026-09-19T12:53:51.373564+00:00,25,13,11,,,gap,rr_gap;insufficient_coverage;stale_or_missing_data,9.871445312499418,0.3948578124999767,6.985000000000582
task,2026-09-19T12:53:31.373564+00:00,2026-09-19T12:53:56.373564+00:00,25,7,6,,,gap,rr_gap;insufficient_coverage;insufficient_pairs;stale_or_missing_data,5.4755859375,0.2190234375,11.985000000000582
task,2026-09-19T12:53:36.373564+00:00,2026-09-19T12:54:01.373564+00:00,25,14,12,,,insufficient_data,insufficient_coverage,11.4228515625,0.4569140625,0.42578125
task,2026-09-19T12:53:41.373564+00:00,2026-09-19T12:54:06.373564+00:00,25,17,15,,,insufficient_data,insufficient_coverage,14.229843749999418,0.5691937499999767,0.158203125
task,2026-09-19T12:53:46.373564+00:00,2026-09-19T12:54:11.373564+00:00,25,19,18,,,insufficient_data,insufficient_coverage,16.29296875,0.65171875,0.080078125
task,2026-09-19T12:53:51.373564+00:00,2026-09-19T12:54:16.373564+00:00,25,24,23,50.439610343138014,45.69788004551791,ready,,20.4716796875,0.8188671875,0.9013671875
task,2026-09-19T12:53:56.373564+00:00,2026-09-19T12:54:21.373564+00:00,25,29,28,50.78292676232409,62.39970385789675,ready,,24.87890625,0.99515625,0.12109375
task,2026-09-19T12:54:01.373564+00:00,2026-09-19T12:54:26.373564+00:00,25,28,27,50.03182140338824,65.46074959036153,ready,,24.5615234375,0.9824609375,0.4384765625
task,2026-09-19T12:54:06.373564+00:00,2026-09-19T12:54:31.373564+00:00,25,27,26,53.101395416160955,67.57867501073049,ready,,24.052734375,0.962109375,0.947265625
task,2026-09-19T12:54:11.373564+00:00,2026-09-19T12:54:36.373564+00:00,25,27,26,52.95129054155125,63.29133821210105,ready,,24.6806640625,0.9872265625,0.3193359375
task,2026-09-19T12:54:16.373564+00:00,2026-09-19T12:54:41.373564+00:00,25,27,26,50.52853514743063,51.06571202702456,ready,,24.2021484375,0.9680859375,0.7978515625
task,2026-09-19T12:54:21.373564+00:00,2026-09-19T12:54:46.373564+00:00,25,27,26,48.9837513906063,60.76658659781541,ready,,24.1513671875,0.9660546875,0.8486328125
task,2026-09-19T12:54:26.373564+00:00,2026-09-19T12:54:51.373564+00:00,25,27,26,44.15556341311679,56.6360917035332,ready,,23.5205078125,0.9408203125,1.4794921875
task,2026-09-19T12:54:31.373564+00:00,2026-09-19T12:54:56.373564+00:00,25,27,26,40.838172102900614,58.318870158073196,ready,,23.5302734375,0.9412109375,1.4697265625
task,2026-09-19T12:54:36.373564+00:00,2026-09-19T12:55:01.373564+00:00,25,28,27,33.76693572773693,69.0943324000574,ready,,22.982421875,0.919296875,2.017578125
task,2026-09-19T12:54:41.373564+00:00,2026-09-19T12:55:06.373564+00:00,25,29,27,37.86363780365561,75.47719135191763,ready,,22.482421875,0.899296875,0.3645078125009604
task,2026-09-19T12:54:46.373564+00:00,2026-09-19T12:55:11.373564+00:00,25,28,26,35.64324492212691,83.64965560146754,ready,,22.767578125,0.910703125,0.07935156250096043
task,2026-09-19T12:54:51.373564+00:00,2026-09-19T12:55:16.373564+00:00,25,28,26,35.90572317410762,84.88523250111852,ready,,22.244140625,0.889765625,0.6027890625009604
task,2026-09-19T12:54:56.373564+00:00,2026-09-19T12:55:21.373564+00:00,25,28,26,47.698394112514,101.44858207031358,ready,,22.7666015625,0.9106640625,0.08032812500096043
task,2026-09-19T12:55:01.373564+00:00,2026-09-19T12:55:26.373564+00:00,25,25,23,40.35625041821397,46.87577988717547,ready,,22.2724609375,0.8908984375,0.5744687500009604
task,2026-09-19T12:55:06.373564+00:00,2026-09-19T12:55:31.373564+00:00,25,28,27,41.79067172836144,46.20845474130465,ready,,24.54174218749904,0.9816696874999615,0.4582578125009604
task,2026-09-19T12:55:11.373564+00:00,2026-09-19T12:55:36.373564+00:00,25,28,27,42.407340306193944,62.25395211587893,ready,,24.29857812499904,0.9719431249999616,0.7014218750009604
task,2026-09-19T12:55:16.373564+00:00,2026-09-19T12:55:41.373564+00:00,25,30,29,41.02123704422138,74.43251935472547,ready,,24.68920312499904,0.9875681249999616,0.3107968750009604
task,2026-09-19T12:55:21.373564+00:00,2026-09-19T12:55:46.373564+00:00,25,26,25,,,gap,rr_gap;stale_or_missing_data,21.09935937499904,0.8439743749999615,3.9006406250009604
task,2026-09-19T12:55:26.373564+00:00,2026-09-19T12:55:51.373564+00:00,25,21,20,,,recovering,recovery_pending;insufficient_coverage;stale_or_missing_data,16.09935937499904,0.6439743749999616,8.90064062500096
task,2026-09-19T12:55:31.373564+00:00,2026-09-19T12:55:56.373564+00:00,25,25,23,,,insufficient_data,insufficient_coverage,18.10619531249904,0.7242478124999616,0.8790312500022992
task,2026-09-19T12:55:36.373564+00:00,2026-09-19T12:56:01.373564+00:00,25,25,23,,,insufficient_data,insufficient_coverage,17.90990624999904,0.7163962499999615,1.0753203125022992
task,2026-09-19T12:55:41.373564+00:00,2026-09-19T12:56:06.373564+00:00,25,25,23,,,insufficient_data,insufficient_coverage,18.37670312499904,0.7350681249999615,0.6085234375022992
task,2026-09-19T12:55:46.373564+00:00,2026-09-19T12:56:11.373564+00:00,25,29,28,28.744087322055602,50.97570910887038,ready,,21.8056640625,0.8722265625,1.0802031250022992
task,2026-09-19T12:55:51.373564+00:00,2026-09-19T12:56:16.373564+00:00,25,32,31,30.34093915027459,41.713318037332925,ready,,24.3641328124977,0.9745653124999081,0.6358671875022992
task,2026-09-19T12:55:56.373564+00:00,2026-09-19T12:56:21.373564+00:00,25,29,28,32.509097827580476,36.436492727817566,ready,,22.4588593749977,0.898354374999908,2.541140625002299
task,2026-09-19T12:56:01.373564+00:00,2026-09-19T12:56:26.373564+00:00,25,23,22,,,recovering,recovery_pending;insufficient_coverage;stale_or_missing_data,17.4588593749977,0.698354374999908,7.541140625002299
task,2026-09-19T12:56:06.373564+00:00,2026-09-19T12:56:31.373564+00:00,25,25,23,,,insufficient_data,insufficient_coverage,19.1151093749977,0.7646043749999081,0.4091796875
task,2026-09-19T12:56:11.373564+00:00,2026-09-19T12:56:36.373564+00:00,25,24,22,,,insufficient_data,insufficient_coverage,19.1619843749977,0.766479374999908,0.3623046875
task,2026-09-19T12:56:16.373564+00:00,2026-09-19T12:56:41.373564+00:00,25,24,22,,,insufficient_data,insufficient_coverage,19.3084687499977,0.772338749999908,0.2158203125
task,2026-09-19T12:56:21.373564+00:00,2026-09-19T12:56:46.373564+00:00,25,26,25,45.509069859239325,40.69356155183319,ready,,21.623046875,0.864921875,0.4423828125
